WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200223,S08000026,,4,All,d,17,18,-5.6
20200223,S08000028,,2,All,d,18,16.5,9.1
20200223,S08000028,,3,All,d,67,72,-6.9
20200223,S08000029,,1,All,d,255,265.5,-4
20200223,S08000029,,2,All,d,254,250.5,1.4
20200223,S08000029,,3,All,d,178,179,-0.6
20200223,S08000029,,4,All,d,151,155.5,-2.9
20200223,S08000029,,5,All,d,130,128,1.6
20200223,S08000030,,1,All,d,257,265.5,-3.2
20200223,S08000030,,2,All,d,248,255.5,-2.9
20200223,S08000030,,3,All,d,264,220,20
20200223,S08000030,,4,All,d,316,290.5,8.8
20200223,S08000030,,5,All,d,206,213,-3.3
20200223,S08000031,,1,All,d,1667,1668.5,-0.1
20200223,S08000031,,2,All,d,880,837.5,5.1
20200223,S08000031,,3,All,d,604,595,1.5
20200223,S08000031,,4,All,d,521,520,0.2
20200223,S08000031,,5,All,d,541,592.5,-8.7
20200223,S08000032,,1,All,d,561,650,-13.7
20200223,S08000032,,2,All,d,464,503,-7.8
20200223,S08000032,,3,All,d,288,293,-1.7
20200223,S08000032,,4,All,d,225,238.5,-5.7
20200223,S08000032,,5,All,d,161,158,1.9
20200223,S92000003,d,1,All,d,3972,4200,-5.4
20200223,S92000003,d,2,All,d,3567,3650.5,-2.3
20200223,S92000003,d,3,All,d,3027,3062.5,-1.2
20200223,S92000003,d,4,All,d,2674,2647.5,1
20200223,S92000003,d,5,All,d,2229,2249,-0.9
20200223,NA,NA,1,All,d,53,58,-8.6
20200223,NA,NA,2,All,d,48,46,4.3
20200223,NA,NA,3,All,d,34,45,-24.4
20200223,NA,NA,4,All,d,40,48.5,-17.5
20200223,NA,NA,5,All,d,33,44.5,-25.8
20200301,S08000015,,1,All,d,398,456,-12.7
20200301,S08000015,,2,All,d,276,286.5,-3.7
20200301,S08000015,,3,All,d,168,178.5,-5.9
20200301,S08000015,,4,All,d,116,132,-12.1
20200301,S08000015,,5,All,d,124,109.5,13.2
20200301,S08000016,,1,All,d,20,20.5,-2.4
20200301,S08000016,,2,All,d,57,48,18.8
20200301,S08000016,,3,All,d,105,95,10.5
20200301,S08000016,,4,All,d,57,56,1.8
20200301,S08000016,,5,All,d,22,14,57.1
20200301,S08000017,,1,All,d,38,50,-24
20200301,S08000017,,2,All,d,135,112,20.5
20200301,S08000017,,3,All,d,163,153,6.5
20200301,S08000017,,4,All,d,57,63,-9.5
20200301,S08000017,,5,All,d,32,27,18.5
20200301,S08000019,,1,All,d,177,217,-18.4
20200301,S08000019,,2,All,d,206,221.5,-7
20200301,S08000019,,3,All,d,155,202.5,-23.5
20200301,S08000019,,4,All,d,134,163.5,-18
20200301,S08000019,,5,All,d,110,121.5,-9.5
20200301,S08000020,,1,All,d,114,101,12.9
20200301,S08000020,,2,All,d,248,261.5,-5.2
20200301,S08000020,,3,All,d,275,284,-3.2
20200301,S08000020,,4,All,d,386,368,4.9
20200301,S08000020,,5,All,d,296,293.5,0.9
20200301,S08000022,,1,All,d,92,96,-4.2
20200301,S08000022,,2,All,d,184,166.5,10.5
20200301,S08000022,,3,All,d,269,287.5,-6.4
20200301,S08000022,,4,All,d,192,187,2.7
20200301,S08000022,,5,All,d,39,47,-17
20200301,S08000024,,1,All,d,375,338.5,10.8
20200301,S08000024,,2,All,d,620,517.5,19.8
20200301,S08000024,,3,All,d,426,372,14.5
20200301,S08000024,,4,All,d,414,348.5,18.8
20200301,S08000024,,5,All,d,577,453,27.4
20200301,S08000025,,2,All,d,9,5,80
20200301,S08000025,,3,All,d,9,5,80
20200301,S08000025,,4,All,d,23,25,-8
20200301,S08000026,,3,All,d,17,19,-10.5
20200301,S08000026,,4,All,d,17,19,-10.5
20200301,S08000028,,2,All,d,17,14.5,17.2
20200301,S08000028,,3,All,d,53,61.5,-13.8
20200301,S08000029,,1,All,d,228,222.5,2.5
20200301,S08000029,,2,All,d,253,223.5,13.2
20200301,S08000029,,3,All,d,174,162,7.4
20200301,S08000029,,4,All,d,158,140.5,12.5
20200301,S08000029,,5,All,d,124,112,10.7
20200301,S08000030,,1,All,d,286,239.5,19.4
20200301,S08000030,,2,All,d,230,217,6
20200301,S08000030,,3,All,d,274,230.5,18.9
20200301,S08000030,,4,All,d,296,300.5,-1.5
20200301,S08000030,,5,All,d,208,189.5,9.8
20200301,S08000031,,1,All,d,1629,1486,9.6
20200301,S08000031,,2,All,d,804,763,5.4
20200301,S08000031,,3,All,d,593,490.5,20.9
20200301,S08000031,,4,All,d,507,484.5,4.6
20200301,S08000031,,5,All,d,558,519,7.5
20200301,S08000032,,1,All,d,582,563.5,3.3
20200301,S08000032,,2,All,d,449,454,-1.1
20200301,S08000032,,3,All,d,286,275,4
20200301,S08000032,,4,All,d,221,216,2.3
20200301,S08000032,,5,All,d,128,153,-16.3
20200301,S92000003,d,1,All,d,3989,3834,4
20200301,S92000003,d,2,All,d,3533,3332.5,6
20200301,S92000003,d,3,All,d,3013,2855.5,5.5
20200301,S92000003,d,4,All,d,2626,2537,3.5
20200301,S92000003,d,5,All,d,2247,2077.5,8.2
20200301,NA,NA,1,All,d,50,43,16.3
20200301,NA,NA,2,All,d,41,41.5,-1.2
20200301,NA,NA,3,All,d,46,39.5,16.5
20200301,NA,NA,4,All,d,46,33,39.4
20200301,NA,NA,5,All,d,29,38,-23.7
20200308,S08000015,,1,All,d,348,436.5,-20.3
20200308,S08000015,,2,All,d,278,298.5,-6.9
20200308,S08000015,,3,All,d,189,198.5,-4.8
20200308,S08000015,,4,All,d,109,140,-22.1
20200308,S08000015,,5,All,d,117,101,15.8
20200308,S08000016,,1,All,d,20,22.5,-11.1
20200308,S08000016,,2,All,d,50,48.5,3.1
20200308,S08000016,,3,All,d,97,107,-9.3
20200308,S08000016,,4,All,d,74,66,12.1
20200308,S08000016,,5,All,d,13,13.5,-3.7
20200308,S08000017,,1,All,d,50,45,11.1
20200308,S08000017,,2,All,d,125,115.5,8.2
20200308,S08000017,,3,All,d,184,164.5,11.9
20200308,S08000017,,4,All,d,59,65,-9.2
20200308,S08000017,,5,All,d,34,33,3
20200308,S08000019,,1,All,d,175,263,-33.5
20200308,S08000019,,2,All,d,202,272.5,-25.9
20200308,S08000019,,3,All,d,176,231,-23.8
20200308,S08000019,,4,All,d,136,182,-25.3
20200308,S08000019,,5,All,d,120,137.5,-12.7
20200308,S08000020,,1,All,d,110,113,-2.7
20200308,S08000020,,2,All,d,259,268.5,-3.5
20200308,S08000020,,3,All,d,283,317,-10.7
20200308,S08000020,,4,All,d,400,376.5,6.2
20200308,S08000020,,5,All,d,316,298,6
20200308,S08000022,,1,All,d,105,123.5,-15
20200308,S08000022,,2,All,d,146,179.5,-18.7
20200308,S08000022,,3,All,d,252,291,-13.4
20200308,S08000022,,4,All,d,235,221.5,6.1
20200308,S08000022,,5,All,d,39,50,-22
20200308,S08000024,,1,All,d,389,345.5,12.6
20200308,S08000024,,2,All,d,592,537.5,10.1
20200308,S08000024,,3,All,d,414,404.5,2.3
20200308,S08000024,,4,All,d,381,344,10.8
20200308,S08000024,,5,All,d,538,490.5,9.7
20200308,S08000025,,2,All,d,5,9.5,-47.4
20200308,S08000025,,3,All,d,8,8,-0
20200308,S08000025,,4,All,d,24,20.5,17.1
20200308,S08000026,,2,All,d,7,5,40
20200308,S08000026,,3,All,d,20,12,66.7
20200308,S08000026,,4,All,d,22,25.5,-13.7
20200308,S08000028,,2,All,d,15,15,-0
20200308,S08000028,,3,All,d,60,62,-3.2
20200308,S08000029,,1,All,d,276,280,-1.4
20200308,S08000029,,2,All,d,235,234.5,0.2
20200308,S08000029,,3,All,d,192,183.5,4.6
20200308,S08000029,,4,All,d,134,147,-8.8
20200308,S08000029,,5,All,d,108,126.5,-14.6
20200308,S08000030,,1,All,d,262,281,-6.8
20200308,S08000030,,2,All,d,273,257.5,6
20200308,S08000030,,3,All,d,220,257.5,-14.6
20200308,S08000030,,4,All,d,317,314,1
20200308,S08000030,,5,All,d,214,210,1.9
20200308,S08000031,,1,All,d,1677,1663,0.8
20200308,S08000031,,2,All,d,820,817,0.4
20200308,S08000031,,3,All,d,605,578,4.7
20200308,S08000031,,4,All,d,502,513.5,-2.2
20200308,S08000031,,5,All,d,552,621.5,-11.2
20200308,S08000032,,1,All,d,588,623.5,-5.7
20200308,S08000032,,2,All,d,480,490,-2
20200308,S08000032,,3,All,d,313,325,-3.7
20200308,S08000032,,4,All,d,227,243,-6.6
20200308,S08000032,,5,All,d,143,168.5,-15.1
20200308,S92000003,d,1,All,d,4038,4250.5,-5
20200308,S92000003,d,2,All,d,3535,3595,-1.7
20200308,S92000003,d,3,All,d,3050,3196.5,-4.6
20200308,S92000003,d,4,All,d,2677,2697,-0.7
20200308,S92000003,d,5,All,d,2226,2293,-2.9
20200308,NA,NA,1,All,d,37,52.5,-29.5
20200308,NA,NA,2,All,d,48,46,4.3
20200308,NA,NA,3,All,d,37,57,-35.1
20200308,NA,NA,4,All,d,57,38,50
20200308,NA,NA,5,All,d,31,42.5,-27.1
20200315,S08000015,,1,All,d,376,426,-11.7
20200315,S08000015,,2,All,d,244,293,-16.7
20200315,S08000015,,3,All,d,154,196,-21.4
20200315,S08000015,,4,All,d,115,146,-21.2
20200315,S08000015,,5,All,d,89,113.5,-21.6
20200315,S08000016,,1,All,d,15,23,-34.8
20200315,S08000016,,2,All,d,43,53,-18.9
20200315,S08000016,,3,All,d,77,98.5,-21.8
20200315,S08000016,,4,All,d,59,62.5,-5.6
20200315,S08000016,,5,All,d,17,20.5,-17.1
20200315,S08000017,,1,All,d,47,48,-2.1
20200315,S08000017,,2,All,d,109,141,-22.7
20200315,S08000017,,3,All,d,167,170,-1.8
20200315,S08000017,,4,All,d,58,64,-9.4
20200315,S08000017,,5,All,d,36,31.5,14.3
20200315,S08000019,,1,All,d,161,235,-31.5
20200315,S08000019,,2,All,d,200,247,-19
20200315,S08000019,,3,All,d,152,223,-31.8
20200315,S08000019,,4,All,d,123,149,-17.4
20200315,S08000019,,5,All,d,87,129.5,-32.8
20200315,S08000020,,1,All,d,106,107.5,-1.4
20200315,S08000020,,2,All,d,212,266.5,-20.5
20200315,S08000020,,3,All,d,281,293,-4.1
20200315,S08000020,,4,All,d,353,355,-0.6
20200315,S08000020,,5,All,d,296,287.5,3
20200315,S08000022,,1,All,d,74,99.5,-25.6
20200315,S08000022,,2,All,d,151,180.5,-16.3
20200315,S08000022,,3,All,d,259,316.5,-18.2
20200315,S08000022,,4,All,d,173,212.5,-18.6
20200315,S08000022,,5,All,d,32,65,-50.8
20200315,S08000024,,1,All,d,396,343,15.5
20200315,S08000024,,2,All,d,529,564.5,-6.3
20200315,S08000024,,3,All,d,389,415.5,-6.4
20200315,S08000024,,4,All,d,344,359,-4.2
20200315,S08000024,,5,All,d,493,453,8.8
20200315,S08000025,,4,All,d,22,26.5,-17
20200315,S08000026,,2,All,d,5,4,25
20200315,S08000026,,3,All,d,20,20,-0
20200315,S08000026,,4,All,d,16,19.5,-17.9
20200315,S08000028,,2,All,d,10,10.5,-4.8
20200315,S08000028,,3,All,d,49,60,-18.3
20200315,S08000029,,1,All,d,211,259,-18.5
20200315,S08000029,,2,All,d,241,232.5,3.7
20200315,S08000029,,3,All,d,149,185,-19.5
20200315,S08000029,,4,All,d,131,149.5,-12.4
20200315,S08000029,,5,All,d,96,115,-16.5
20200315,S08000030,,1,All,d,264,258,2.3
20200315,S08000030,,2,All,d,231,244.5,-5.5
20200315,S08000030,,3,All,d,244,259,-5.8
20200315,S08000030,,4,All,d,264,306.5,-13.9
20200315,S08000030,,5,All,d,210,202.5,3.7
20200315,S08000031,,1,All,d,1525,1617,-5.7
20200315,S08000031,,2,All,d,772,821,-6
20200315,S08000031,,3,All,d,506,586.5,-13.7
20200315,S08000031,,4,All,d,494,501,-1.4
20200315,S08000031,,5,All,d,549,591.5,-7.2
20200315,S08000032,,1,All,d,577,596,-3.2
20200315,S08000032,,2,All,d,416,501,-17
20200315,S08000032,,3,All,d,255,311.5,-18.1
20200315,S08000032,,4,All,d,211,227,-7
20200315,S08000032,,5,All,d,125,166.5,-24.9
20200315,S92000003,d,1,All,d,3803,4072,-6.6
20200315,S92000003,d,2,All,d,3223,3604,-10.6
20200315,S92000003,d,3,All,d,2750,3189.5,-13.8
20200315,S92000003,d,4,All,d,2398,2623,-8.6
20200315,S92000003,d,5,All,d,2065,2206.5,-6.4
20200315,NA,NA,1,All,d,50,60,-16.7
20200315,NA,NA,2,All,d,56,34,64.7
20200315,NA,NA,3,All,d,44,49,-10.2
20200315,NA,NA,4,All,d,35,45,-22.2
20200315,NA,NA,5,All,d,35,30,16.7
20200322,S08000015,,1,All,d,266,406.5,-34.6
20200322,S08000015,,2,All,d,169,281.5,-40
20200322,S08000015,,3,All,d,108,197.5,-45.3
20200322,S08000015,,4,All,d,89,140.5,-36.7
20200322,S08000015,,5,All,d,68,114,-40.4
20200322,S08000016,,1,All,d,14,20.5,-31.7
20200322,S08000016,,2,All,d,23,53.5,-57
20200322,S08000016,,3,All,d,82,107.5,-23.7
20200322,S08000016,,4,All,d,62,66,-6.1
20200322,S08000016,,5,All,d,12,20.5,-41.5
20200322,S08000017,,1,All,d,32,43.5,-26.4
20200322,S08000017,,2,All,d,76,123,-38.2
20200322,S08000017,,3,All,d,102,156.5,-34.8
20200322,S08000017,,4,All,d,50,58.5,-14.5
20200322,S08000017,,5,All,d,15,34,-55.9
20200322,S08000019,,1,All,d,125,241,-48.1
20200322,S08000019,,2,All,d,128,263,-51.3
20200322,S08000019,,3,All,d,116,230,-49.6
20200322,S08000019,,4,All,d,84,190.5,-55.9
20200322,S08000019,,5,All,d,98,151.5,-35.3
20200322,S08000020,,1,All,d,72,110,-34.5
20200322,S08000020,,2,All,d,173,273,-36.6
20200322,S08000020,,3,All,d,211,287,-26.5
20200322,S08000020,,4,All,d,290,372.5,-22.1
20200322,S08000020,,5,All,d,221,298,-25.8
20200322,S08000022,,1,All,d,57,101.5,-43.8
20200322,S08000022,,2,All,d,95,161.5,-41.2
20200322,S08000022,,3,All,d,158,269.5,-41.4
20200322,S08000022,,4,All,d,120,190,-36.8
20200322,S08000022,,5,All,d,24,46.5,-48.4
20200322,S08000024,,1,All,d,261,349.5,-25.3
20200322,S08000024,,2,All,d,423,564,-25
20200322,S08000024,,3,All,d,314,419.5,-25.1
20200322,S08000024,,4,All,d,268,359,-25.3
20200322,S08000024,,5,All,d,380,477.5,-20.4
20200322,S08000025,,3,All,d,12,11,9.1
20200322,S08000025,,4,All,d,9,24.5,-63.3
20200322,S08000026,,3,All,d,11,15,-26.7
20200322,S08000026,,4,All,d,17,19.5,-12.8
20200322,S08000028,,2,All,d,10,14.5,-31
20200322,S08000028,,3,All,d,29,61,-52.5
20200322,S08000029,,1,All,d,167,268,-37.7
20200322,S08000029,,2,All,d,166,231,-28.1
20200322,S08000029,,3,All,d,121,177.5,-31.8
20200322,S08000029,,4,All,d,93,146.5,-36.5
20200322,S08000029,,5,All,d,64,141.5,-54.8
20200322,S08000030,,1,All,d,200,267,-25.1
20200322,S08000030,,2,All,d,187,241.5,-22.6
20200322,S08000030,,3,All,d,179,240,-25.4
20200322,S08000030,,4,All,d,235,283.5,-17.1
20200322,S08000030,,5,All,d,131,188,-30.3
20200322,S08000031,,1,All,d,1105,1650,-33
20200322,S08000031,,2,All,d,544,801.5,-32.1
20200322,S08000031,,3,All,d,387,587,-34.1
20200322,S08000031,,4,All,d,362,519,-30.3
20200322,S08000031,,5,All,d,414,541.5,-23.5
20200322,S08000032,,1,All,d,352,603,-41.6
20200322,S08000032,,2,All,d,314,479.5,-34.5
20200322,S08000032,,3,All,d,193,316.5,-39
20200322,S08000032,,4,All,d,143,208.5,-31.4
20200322,S08000032,,5,All,d,81,176.5,-54.1
20200322,S92000003,d,1,All,d,2696,4124,-34.6
20200322,S92000003,d,2,All,d,2346,3547.5,-33.9
20200322,S92000003,d,3,All,d,2049,3129,-34.5
20200322,S92000003,d,4,All,d,1852,2615.5,-29.2
20200322,S92000003,d,5,All,d,1532,2231.5,-31.3
20200322,NA,NA,1,All,d,45,62.5,-28
20200322,NA,NA,2,All,d,30,51,-41.2
20200322,NA,NA,3,All,d,26,53.5,-51.4
20200322,NA,NA,4,All,d,30,37,-18.9
20200322,NA,NA,5,All,d,24,41,-41.5
20200329,S08000015,,1,All,d,204,444,-54.1
20200329,S08000015,,2,All,d,112,285.5,-60.8
20200329,S08000015,,3,All,d,95,188.5,-49.6
20200329,S08000015,,4,All,d,80,145.5,-45
20200329,S08000015,,5,All,d,62,102,-39.2
20200329,S08000016,,1,All,d,10,23,-56.5
20200329,S08000016,,2,All,d,24,64.5,-62.8
20200329,S08000016,,3,All,d,67,103.5,-35.3
20200329,S08000016,,4,All,d,40,56.5,-29.2
20200329,S08000016,,5,All,d,14,9,55.6
20200329,S08000017,,1,All,d,29,50,-42
20200329,S08000017,,2,All,d,60,119,-49.6
20200329,S08000017,,3,All,d,117,169,-30.8
20200329,S08000017,,4,All,d,40,57,-29.8
20200329,S08000017,,5,All,d,15,30,-50
20200329,S08000019,,1,All,d,105,223.5,-53
20200329,S08000019,,2,All,d,123,252,-51.2
20200329,S08000019,,3,All,d,109,224.5,-51.4
20200329,S08000019,,4,All,d,82,150.5,-45.5
20200329,S08000019,,5,All,d,77,145,-46.9
20200329,S08000020,,1,All,d,88,104,-15.4
20200329,S08000020,,2,All,d,159,262,-39.3
20200329,S08000020,,3,All,d,217,303,-28.4
20200329,S08000020,,4,All,d,240,377,-36.3
20200329,S08000020,,5,All,d,199,311,-36
20200329,S08000022,,1,All,d,60,93,-35.5
20200329,S08000022,,2,All,d,88,164,-46.3
20200329,S08000022,,3,All,d,153,268.5,-43
20200329,S08000022,,4,All,d,101,196,-48.5
20200329,S08000022,,5,All,d,18,50.5,-64.4
20200329,S08000024,,1,All,d,244,367,-33.5
20200329,S08000024,,2,All,d,353,551.5,-36
20200329,S08000024,,3,All,d,242,379.5,-36.2
20200329,S08000024,,4,All,d,216,343.5,-37.1
20200329,S08000024,,5,All,d,302,469,-35.6
20200329,S08000025,,4,All,d,16,16.5,-3
20200329,S08000026,,3,All,d,9,15,-40
20200329,S08000026,,4,All,d,9,26.5,-66
20200329,S08000028,,2,All,d,8,11.5,-30.4
20200329,S08000028,,3,All,d,42,59.5,-29.4
20200329,S08000029,,1,All,d,127,265.5,-52.2
20200329,S08000029,,2,All,d,136,220.5,-38.3
20200329,S08000029,,3,All,d,83,159,-47.8
20200329,S08000029,,4,All,d,67,156.5,-57.2
20200329,S08000029,,5,All,d,71,119,-40.3
20200329,S08000030,,1,All,d,170,248,-31.5
20200329,S08000030,,2,All,d,152,256,-40.6
20200329,S08000030,,3,All,d,129,229,-43.7
20200329,S08000030,,4,All,d,188,287.5,-34.6
20200329,S08000030,,5,All,d,130,218,-40.4
20200329,S08000031,,1,All,d,849,1593.5,-46.7
20200329,S08000031,,2,All,d,396,822,-51.8
20200329,S08000031,,3,All,d,319,559,-42.9
20200329,S08000031,,4,All,d,281,466,-39.7
20200329,S08000031,,5,All,d,288,517.5,-44.3
20200329,S08000032,,1,All,d,339,592.5,-42.8
20200329,S08000032,,2,All,d,268,483,-44.5
20200329,S08000032,,3,All,d,147,272,-46
20200329,S08000032,,4,All,d,125,230.5,-45.8
20200329,S08000032,,5,All,d,73,166,-56
20200329,S92000003,d,1,All,d,2250,4056,-44.5
20200329,S92000003,d,2,All,d,1904,3546.5,-46.3
20200329,S92000003,d,3,All,d,1756,2975.5,-41
20200329,S92000003,d,4,All,d,1492,2549.5,-41.5
20200329,S92000003,d,5,All,d,1272,2175.5,-41.5
20200329,NA,NA,1,All,d,25,51.5,-51.5
20200329,NA,NA,2,All,d,20,43.5,-54
20200329,NA,NA,3,All,d,24,38,-36.8
20200329,NA,NA,4,All,d,7,40,-82.5
20200329,NA,NA,5,All,d,23,38.5,-40.3
20200405,S08000015,,1,All,d,204,389.5,-47.6
20200405,S08000015,,2,All,d,132,274,-51.8
20200405,S08000015,,3,All,d,100,203,-50.7
20200405,S08000015,,4,All,d,69,133,-48.1
20200405,S08000015,,5,All,d,65,115.5,-43.7
20200405,S08000016,,1,All,d,10,18.5,-45.9
20200405,S08000016,,2,All,d,24,50,-52
20200405,S08000016,,3,All,d,60,107.5,-44.2
20200405,S08000016,,4,All,d,37,71,-47.9
20200405,S08000016,,5,All,d,11,18.5,-40.5
20200405,S08000017,,1,All,d,29,54.5,-46.8
20200405,S08000017,,2,All,d,56,128.5,-56.4
20200405,S08000017,,3,All,d,96,162.5,-40.9
20200405,S08000017,,4,All,d,29,61,-52.5
20200405,S08000017,,5,All,d,21,32,-34.4
20200405,S08000019,,1,All,d,96,226,-57.5
20200405,S08000019,,2,All,d,124,246.5,-49.7
20200405,S08000019,,3,All,d,115,214,-46.3
20200405,S08000019,,4,All,d,68,177.5,-61.7
20200405,S08000019,,5,All,d,67,141.5,-52.7
20200405,S08000020,,1,All,d,66,101,-34.7
20200405,S08000020,,2,All,d,162,260,-37.7
20200405,S08000020,,3,All,d,213,302,-29.5
20200405,S08000020,,4,All,d,214,359.5,-40.5
20200405,S08000020,,5,All,d,170,279,-39.1
20200405,S08000022,,1,All,d,52,99,-47.5
20200405,S08000022,,2,All,d,74,165,-55.2
20200405,S08000022,,3,All,d,153,260.5,-41.3
20200405,S08000022,,4,All,d,98,211.5,-53.7
20200405,S08000022,,5,All,d,19,53,-64.2
20200405,S08000024,,1,All,d,230,380,-39.5
20200405,S08000024,,2,All,d,394,563.5,-30.1
20200405,S08000024,,3,All,d,231,375,-38.4
20200405,S08000024,,4,All,d,254,348.5,-27.1
20200405,S08000024,,5,All,d,341,476.5,-28.4
20200405,S08000025,,3,All,d,5,6,-16.7
20200405,S08000025,,4,All,d,10,28,-64.3
20200405,S08000026,,3,All,d,10,18.5,-45.9
20200405,S08000026,,4,All,d,8,16,-50
20200405,S08000028,,2,All,d,5,13,-61.5
20200405,S08000028,,3,All,d,46,53,-13.2
20200405,S08000029,,1,All,d,143,270.5,-47.1
20200405,S08000029,,2,All,d,153,221.5,-30.9
20200405,S08000029,,3,All,d,99,185,-46.5
20200405,S08000029,,4,All,d,92,151.5,-39.3
20200405,S08000029,,5,All,d,69,99.5,-30.7
20200405,S08000030,,1,All,d,155,245.5,-36.9
20200405,S08000030,,2,All,d,158,223,-29.1
20200405,S08000030,,3,All,d,159,217,-26.7
20200405,S08000030,,4,All,d,216,265.5,-18.6
20200405,S08000030,,5,All,d,96,186.5,-48.5
20200405,S08000031,,1,All,d,953,1591,-40.1
20200405,S08000031,,2,All,d,424,770,-44.9
20200405,S08000031,,3,All,d,298,514.5,-42.1
20200405,S08000031,,4,All,d,279,504,-44.6
20200405,S08000031,,5,All,d,294,522.5,-43.7
20200405,S08000032,,1,All,d,303,597,-49.2
20200405,S08000032,,2,All,d,280,491,-43
20200405,S08000032,,3,All,d,159,282,-43.6
20200405,S08000032,,4,All,d,99,214,-53.7
20200405,S08000032,,5,All,d,84,159,-47.2
20200405,S92000003,d,1,All,d,2268,4016,-43.5
20200405,S92000003,d,2,All,d,2020,3466,-41.7
20200405,S92000003,d,3,All,d,1775,2939,-39.6
20200405,S92000003,d,4,All,d,1488,2580,-42.3
20200405,S92000003,d,5,All,d,1253,2116.5,-40.8
20200405,NA,NA,1,All,d,26,43.5,-40.2
20200405,NA,NA,2,All,d,28,47,-40.4
20200405,NA,NA,3,All,d,31,38.5,-19.5
20200405,NA,NA,4,All,d,15,38,-60.5
20200405,NA,NA,5,All,d,16,32,-50
20200412,S08000015,,1,All,d,209,403,-48.1
20200412,S08000015,,2,All,d,129,278,-53.6
20200412,S08000015,,3,All,d,98,179.5,-45.4
20200412,S08000015,,4,All,d,84,136.5,-38.5
20200412,S08000015,,5,All,d,56,102.5,-45.4
20200412,S08000016,,1,All,d,8,24.5,-67.3
20200412,S08000016,,2,All,d,39,57,-31.6
20200412,S08000016,,3,All,d,53,92,-42.4
20200412,S08000016,,4,All,d,44,65.5,-32.8
20200412,S08000016,,5,All,d,13,17.5,-25.7
20200412,S08000017,,1,All,d,35,50,-30
20200412,S08000017,,2,All,d,71,116,-38.8
20200412,S08000017,,3,All,d,87,169.5,-48.7
20200412,S08000017,,4,All,d,39,66.5,-41.4
20200412,S08000017,,5,All,d,13,27,-51.9
20200412,S08000019,,1,All,d,96,200.5,-52.1
20200412,S08000019,,2,All,d,124,243.5,-49.1
20200412,S08000019,,3,All,d,104,182.5,-43
20200412,S08000019,,4,All,d,62,179.5,-65.5
20200412,S08000019,,5,All,d,59,128.5,-54.1
20200412,S08000020,,1,All,d,76,107,-29
20200412,S08000020,,2,All,d,158,256,-38.3
20200412,S08000020,,3,All,d,173,296,-41.6
20200412,S08000020,,4,All,d,184,343,-46.4
20200412,S08000020,,5,All,d,180,284.5,-36.7
20200412,S08000022,,1,All,d,54,106.5,-49.3
20200412,S08000022,,2,All,d,82,164,-50
20200412,S08000022,,3,All,d,139,281.5,-50.6
20200412,S08000022,,4,All,d,96,212,-54.7
20200412,S08000022,,5,All,d,28,50.5,-44.6
20200412,S08000024,,1,All,d,238,373,-36.2
20200412,S08000024,,2,All,d,313,559.5,-44.1
20200412,S08000024,,3,All,d,219,377.5,-42
20200412,S08000024,,4,All,d,205,348,-41.1
20200412,S08000024,,5,All,d,292,500.5,-41.7
20200412,S08000025,,4,All,d,12,21,-42.9
20200412,S08000026,,3,All,d,11,20.5,-46.3
20200412,S08000026,,4,All,d,8,21,-61.9
20200412,S08000028,,3,All,d,27,51.5,-47.6
20200412,S08000029,,1,All,d,157,238.5,-34.2
20200412,S08000029,,2,All,d,141,234,-39.7
20200412,S08000029,,3,All,d,99,175,-43.4
20200412,S08000029,,4,All,d,80,146,-45.2
20200412,S08000029,,5,All,d,53,111.5,-52.5
20200412,S08000030,,1,All,d,172,262,-34.4
20200412,S08000030,,2,All,d,147,232,-36.6
20200412,S08000030,,3,All,d,137,218.5,-37.3
20200412,S08000030,,4,All,d,195,256,-23.8
20200412,S08000030,,5,All,d,106,176.5,-39.9
20200412,S08000031,,1,All,d,930,1561.5,-40.4
20200412,S08000031,,2,All,d,395,796.5,-50.4
20200412,S08000031,,3,All,d,296,549,-46.1
20200412,S08000031,,4,All,d,268,481.5,-44.3
20200412,S08000031,,5,All,d,289,568.5,-49.2
20200412,S08000032,,1,All,d,340,549,-38.1
20200412,S08000032,,2,All,d,247,462.5,-46.6
20200412,S08000032,,3,All,d,174,273,-36.3
20200412,S08000032,,4,All,d,131,213.5,-38.6
20200412,S08000032,,5,All,d,80,140,-42.9
20200412,S92000003,d,1,All,d,2341,3935.5,-40.5
20200412,S92000003,d,2,All,d,1872,3474,-46.1
20200412,S92000003,d,3,All,d,1640,2916,-43.8
20200412,S92000003,d,4,All,d,1423,2528.5,-43.7
20200412,S92000003,d,5,All,d,1180,2141,-44.9
20200412,NA,NA,1,All,d,26,60,-56.7
20200412,NA,NA,2,All,d,18,51,-64.7
20200412,NA,NA,3,All,d,21,42,-50
20200412,NA,NA,4,All,d,15,37.5,-60
20200412,NA,NA,5,All,d,11,32.5,-66.2
20200419,S08000015,,1,All,d,222,410,-45.9
20200419,S08000015,,2,All,d,141,265.5,-46.9
20200419,S08000015,,3,All,d,85,182,-53.3
20200419,S08000015,,4,All,d,71,124,-42.7
20200419,S08000015,,5,All,d,59,116,-49.1
20200419,S08000016,,1,All,d,8,22.5,-64.4
20200419,S08000016,,2,All,d,29,49.5,-41.4
20200419,S08000016,,3,All,d,55,113.5,-51.5
20200419,S08000016,,4,All,d,40,53.5,-25.2
20200419,S08000016,,5,All,d,9,15.5,-41.9
